Upstream commit,Date,Summary,Paths touched,Decision,Notes
9c53e28d44c6657c730cac7a1e3abcfa3a8a4d12,2024-01-04,(Architecture) Moved SgAsmInstruction::isUnknown predicate,src/AstNodes/BinaryAnalysis src/Rose/BinaryAnalysis/Architecture src/Rose/BinaryAnalysis/ModelChecker/BasicBlockUnit.C src/Rose/BinaryAnalysis/Partitioner2 src/frontend/BinaryFormats/CilImpl.C src/frontend/Disassemblers tools/BinaryAnalysis/bat-linear.C,drop,Binary analysis isUnknown move dropped
f715ca1559cc95010689a818a84580bdf184c16f,2024-01-04,(Architecture) Reimplemented Dispatcher special registers,src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/Dispatcher.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/Dispatcher.h,drop,Binary analysis dispatcher special registers dropped
50ac3d0061ed3db35f23210946c9f4c5fe7dc94b,2024-01-04,(Architecture) Added new user-defined instruction AST node type,src/AstNodes/BinaryAnalysis/SgAsmUserInstruction.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherM68k.h src/frontend/Disassemblers,drop,Binary analysis user instruction node dropped
7c12ebe74c69fb5c0ad33b14ceaa69cc3b1d31e9,2024-01-04,(Rosebud) Regenerated AST nodes,src/ROSETTA/astNodeList src/ROSETTA/src/binaryInstruction.C src/generated/BinaryAnalysis,drop,Binary analysis Rosebud regeneration dropped
74739ac2b804032ce0586de269522be172f30805,2024-01-04,(Architecture) ROSE tools can load user-defined architecture defns,src/Rose/BinaryAnalysis/Architecture/BasicTypes.C src/Rose/BinaryAnalysis/Architecture/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C src/Rose/CommandLine/Parser.C src/Rose/CommandLine/Parser.h tools/BinaryAnalysis/bat-ana.C,drop,Binary analysis architecture loading dropped
4879e1a3908c685a96b31634443eef62e42407ca,2024-01-04,(RegisterNames) Assignment operator matches constructor,src/Rose/BinaryAnalysis/RegisterNames.C src/Rose/BinaryAnalysis/RegisterNames.h,drop,Binary analysis register names change dropped
1a2a0b526defad14521e52b7ad53ed4a1dbed184,2024-01-04,(Architecture) Some insn unparser changes for user-defined insns,src/Rose/BinaryAnalysis/Unparser src/backend/asmUnparser/AsmUnparser_compat.C src/frontend/Disassemblers/SgAsmInstruction.C,drop,Binary analysis unparser change dropped
d26cca3d13f6a689c01c298233ab7f27af5e999a,2024-01-04,(Support) Updated to latest Sawyer release,src/util/Sawyer/Cached.h src/util/Sawyer/Result.h,drop,Sawyer update dropped
42ec17fd679c248d9308a71ebc7a356b6b27b4e2,2024-01-04,(Architecture) More efficient architecture-specific insn unparsing,src/Rose/BinaryAnalysis/Architecture/Base.C src/Rose/BinaryAnalysis/Architecture/Base.h src/frontend/Disassemblers/SgAsmInstruction.C,drop,Binary analysis unparser efficiency dropped
ac7e1bd4e30fd3dffecd8d8cbcf1375ae6275d87,2024-01-04,(Architecture) Architectures are serialized by name,src/Rose/BinaryAnalysis/Architecture/BasicTypes.C src/Rose/BinaryAnalysis/Architecture/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/BasicBlock.h src/Rose/BinaryAnalysis/StackDelta.h,drop,Binary analysis architecture serialization dropped
9f02a95c13a50998d4c4c9a4b23000e8154e717c,2024-01-04,(Architecture) Better error message for messed up RBA files,src/Rose/BinaryAnalysis/SerialIo.C src/Rose/BinaryAnalysis/SerialIo.h tools/BinaryAnalysis,drop,Binary analysis serial IO diagnostics dropped
1ca3d87d285b30ee9ecbcc235e39a2fe6657c806,2024-01-04,(Tup) DWARF does not contain directory prefixes,Tuprules.tup scripts/tup/generate-compile-link-rules,drop,Tup build rule update dropped
7f928aa9d73deaa4e0bd5c8f5fc18a3ad4dbf5f2,2024-01-04,(Architecture) Use RAII for C cleanup,src/backend/asmUnparser/AsmUnparser.C src/frontend/BinaryFormats/GenericFile.C,drop,Binary analysis RAII cleanup dropped
e81b79ed82b29001cf5b878c6240b2202e32d5c5,2024-01-04,(Architecture) Example simple architecture,tools/BinaryAnalysis,drop,Binary analysis simple architecture example dropped
e296c1d49aad69031d68f69bb966371048e54de4,2024-01-04,(Documentation) Sg node properties should be public,src/AstNodes/BinaryAnalysis,drop,Binary analysis node property access dropped
d7c5aa766286659dbbb7adcfffd0aaf2326cb504,2024-01-04,(Documentation) Fix doxygen problems,src/Rose/BinaryAnalysis src/Rose/BitOps.h src/Rose/CodeGen/Factory.h src/Rose/Color.h src/Rose/CommandLine/SuffixMultiplierParser.h src/Rose/Diagnostics.h src/Rose/FileSystem.h src/Rose/Location.h src/Rose/Traits/describe/fields.h src/Rose/Traits/describe/nodes.h src/frontend/BinaryFormats/ElfSection.C src/frontend/BinaryFormats/GenericFile.C,drop,Binary analysis doxygen fixes dropped
424de383c3deeed0883e5be43258fc73119f342b,2024-01-04,(Documentation) New Doxygen config for user oriented documentation,docs/Rose/BinaryAnalysisLayout.xml docs/Rose/robb.cfg scripts/generate-api-documentation,drop,Binary analysis-focused doxygen docs dropped
298c03b708cbb48c117ff58171870d806e0126db,2024-01-04,(Support) Upgrade to latest Sawyer version,src/util/Sawyer,drop,Sawyer upgrade dropped
3cdd5c85b73c00e93cd1042440ed49e8617723da,2024-01-04,(Documentation) Removed low-level arch-specific constants,src/Rose/BinaryAnalysis/InstructionEnumsAarch32.h src/Rose/BinaryAnalysis/InstructionEnumsAarch64.h src/Rose/BinaryAnalysis/InstructionEnumsCil.h src/Rose/BinaryAnalysis/InstructionEnumsJvm.h src/Rose/BinaryAnalysis/InstructionEnumsM68k.h src/Rose/BinaryAnalysis/InstructionEnumsMips.h src/Rose/BinaryAnalysis/InstructionEnumsPowerpc.h src/Rose/BinaryAnalysis/InstructionEnumsX86.h,drop,Binary analysis instruction enums docs change dropped
bccdf3c08bfa7f88508adf3641a4cb642b258f62,2024-01-04,(Documentation) Bug fixes; generation; new docs,docs/Rose docs/RoseUser.cfg scripts/generate-api-documentation src/AstNodes/BinaryAnalysis src/Rose/BinaryAnalysis src/Rose/Diagnostics.h src/Rose/Initialize.h tutorial/binaryAnalysis,drop,Binary analysis docs/tutorial changes dropped
ca54792b7b34854b457c42c446da9e7735b98dce,2024-01-04,(Documentation) Regenerated Rosebud outputs,src/ROSETTA/src/binaryInstruction.C,drop,Binary analysis Rosebud output dropped
700ee31382ebfef8883f435d384a112398c07b87,2024-01-04,(Architecture) Byte-code architectures take precedence over machine code,src/Rose/BinaryAnalysis/Architecture/BasicTypes.C,drop,Binary analysis architecture change dropped
a857bd92dee47a5c3eb69eb969e2b38489a5640a,2024-01-04,(Release) Incremented version to 0.11.145.16,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
0b34bdb9135b736c08342700452f0498f74236a6,2024-01-06,(Fortran Flang) Implemented DeferredShapeSpecList,src/backend/unparser/FortranCodeGeneration/unparseFortran.h src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.C src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.h src/frontend/Experimental_Flang_ROSE_Connection src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h src/frontend/SageIII/sageInterface/sageBuilder.C src/frontend/SageIII/sageInterface/sageBuilder.h,pick,Flang DeferredShapeSpecList support; Reverted changes in src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.C; src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C; src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h; src/frontend/SageIII/sageInterface/sageBuilder.C to remove drop-list reintroductions.
3b7c9c7b084318e69d456a41e0712ff39d6abb6f,2024-01-06,(Fortran Flang) Implemented CUDASubprogramAttrs,src/3rdPartyLibraries/flang-parser/flang-external-builder-main.cc src/frontend/Experimental_Flang_ROSE_Connection src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h src/frontend/Experimental_General_Language_Support/general_language_translation.h,pick,Flang CUDASubprogramAttrs support; Reverted changes in src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C; src/frontend/Experimental_General_Language_Support/SageTreeBuilder.h; src/frontend/Experimental_General_Language_Support/general_language_translation.h to remove drop-list reintroductions.
9e47a28d6997dbd55ceb1e5325ec5ee13b016ad2,2024-01-06,(Architecture) Fix of compiler error on Apple,src/Rose/BinaryAnalysis/Architecture/BasicTypes.C,drop,Binary analysis architecture include fix dropped
9c637ddcad36d2c39332946e9856d8cc98f3a262,2024-01-09,(Release) Incremented version to 0.11.145.17,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
f06114fb8b02f72cdf66c7a9689c97d8da2a3741,2024-01-09,(ByteCode) Fixed problem in CFG creation for dotnet,src/ROSETTA/Grammar/Support.code src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C,pick-partial,Support.code cleanup; binary analysis change dropped; Reverted changes in src/ROSETTA/Grammar/Support.code to remove drop-list reintroductions.
5d20056151d2b3b4f61b48ea629f260aacc15a7f,2024-01-10,(Release) Incremented version to 0.11.145.18,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
b58029e76d543ef015d8d7233b5fe8a2fd8a4827,2024-01-10,(Unparser) Added UnparserDelegate class files,src/backend/unparser/FortranCodeGeneration src/backend/unparser/UnparserDelegate.h src/backend/unparser/formatSupport/unparse_format.C src/backend/unparser/formatSupport/unparse_format.h src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.C src/backend/unparser/unparser.C src/backend/unparser/unparser.h,pick-partial,Unparser delegate split; dropped Java/PHP/Python/Ada/Jovial/BinaryAnalysis handling; skipped Makefile/Tup inventory; Reverted changes in src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.C; src/backend/unparser/unparser.C to remove drop-list reintroductions.
31185b506815a1688d0aaae0347997041e393175,2024-01-12,(Ada) unparsing to custom output directories,src/backend/unparser/unparser.C src/frontend/Experimental_Ada_ROSE_Connection src/frontend/SageIII/sage_support/cmdline.C src/frontend/SageIII/sage_support/cmdline.h,drop,Ada output path support dropped
24c136447231e20742cd4be835f810a08e3c1850,2024-01-12,(Ada) fix name qualification for array aggregates,src/frontend/Experimental_Ada_ROSE_Connection/AdaExpression.C src/frontend/SageIII/sageInterface/sageGeneric.h src/frontend/SageIII/sageInterface/sageInterfaceAda.h,drop,Ada name qualification fix dropped
7a38198d81c63d0822650c320dbb30e8643b2315,2024-01-12,(gdb backtrack to AST) initial version of the tool,utilities/gdb-stack-to-ast,drop,Utilities tool not in keep list
c2d087d2d87e145616b4bb26f30a8585c0a94353,2024-01-12,(AST Text Generator) output full file path,src/frontend/SageIII/sageInterface/sageInterface.C,pick,AST text generator outputs full path
6019aca901342e513b239183b6a85846aa5d5b82,2024-01-12,(total order of headers) an independent tool,utilities/totalOrderOfHeaders,drop,Utilities tool not in keep list
ac5836d4985a875a198cf902e7322e727fa9a10e,2024-01-12,(total order generator) add verbose; better json parsing,utilities/totalOrderOfHeaders,drop,Utilities tool not in keep list
73bd554b42615e0043df6b098a20141dcdbfa0f8,2024-01-12,(total order generation) new option to turn off cycle removal,utilities/totalOrderOfHeaders,drop,Utilities tool not in keep list
0b037ebbadc8f0e9329e806430665d40147a2fb3,2024-01-12,(total order generation) updated readme for latest options; abortOnCycle,utilities/totalOrderOfHeaders,drop,Utilities tool not in keep list
ec19e8bb6829ce6d2acd8f716283ae5b017be2f8,2024-01-12,(Engineering) Cleanup of compiler warning messages and such,src/AstNodes/BinaryAnalysis/SgAsmFunction.h src/Rose/BinaryAnalysis/FunctionCall.h src/Rose/FileSystem.h src/backend/asmUnparser/AsmUnparser.C src/roseSupport/utility_functions.C src/util/support/FileHelper.h,pick-partial,Applied general warning cleanups; skipped binary analysis/asm unparser
01ba23f2c124ed4656623ae5b9f8626bff9a2575,2024-01-12,(Release) Incremented version to 0.11.145.19,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
a6dec088e2af73084cd7a3712687dd043b2b6aba,2024-01-12,(Binary Analysis) Fixed bug in RegisterStateGeneric hash,src/Rose/BinaryAnalysis/InstructionSemantics/SymbolicSemantics.C,drop,Binary analysis hash fix dropped
fdd3eaa929e049bfcc6043706da9cf9a03308e0f,2024-01-14,(Engineering) Cleanup of compiler warning messages and such,src/midend/programAnalysis/staticSingleAssignment/staticSingleAssignmentInterprocedural.C,drop,staticSingleAssignment module not present in REX
4334bc642ca6518d9e149d13508767d64705af9a,2024-01-14,(Release) Incremented version to 0.11.145.20,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
a421a8714126597b95495638db428e95c852f527,2024-01-17,(AST text generator) handle pointer list types of some AST nodes including SgImportStatement,src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterface.h,pick,AST text generator pointer-list handling
fc2772ab35067f0dfa3e0e8425408553db5cf212,2024-01-17,(textASTGenerator) handling of ada renaming packages; multiple comments,build src/frontend/SageIII/sageInterface/sageInterface.C,pick-partial,Comment formatting only; Ada-specific output dropped
51f6fe7df8a650948165f4fdaa25f13d01678acb,2024-01-17,(Release) Incremented version to 0.11.145.21,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop,Version bump touching EDG/configure dropped
76bf2226cb1b61c9d0a5dd9188c7b87821b0edfc,2024-01-18,(Tup) UnparserDelegate.h was not installed for Tup builds,src/backend/unparser/Tupfile,drop,Tup build update dropped
bfedb825ee88734811d52e226a7af3a88a4046a0,2024-01-22,(Documentation) Split Doxygen config into parts,docs/DoxygenSettings docs/RoseUser.cfg,pick-partial,Split Doxygen settings into parts; removed Sawyer/BinaryAnalysis/EDG paths from Doxygen config per drop list
66ddc39d4f00b50228fd4bb1f2b14a8142402c0a,2024-01-22,(Documentation) Bug fixes in documentation,docs/DoxygenSettings/Scope.cfg docs/Rose/BinaryAnalysisMainPage.dox docs/developer.cfg docs/user.cfg scripts/generate-api-documentation src/Rose/Affirm.h src/Rose/BinaryAnalysis.h src/Rose/Constants.h,pick-partial,Docs/script updates; skipped binary analysis files and missing Affirm.h; removed BinaryAnalysis layout/manual references per drop list
ba54cb8762afd6be03000368f47cd4a50f085c73,2024-01-22,(Documentation) Generated API documentation is versioned,docs/DoxygenSettings/OutputFiles.cfg docs/DoxygenSettings/Project.cfg docs/developer.cfg scripts/generate-api-documentation,pick,Versioned API documentation output
7352327d2a6cfc46d0b92694607984496053f659,2024-01-22,(Documentation) Improved documentation for Rose::CommandLine,src/Rose/CommandLine.h,drop,Rose::CommandLine header not present (Sawyer dropped)
ec993b5366b170823b037f11bd3623a029066e75,2024-01-22,(Documentation) Added CFG return edge rewrite example,tutorial/binaryAnalysis,drop,Binary analysis tutorial dropped
025aeae9652adc2698eefb0332dab703ef7d96c1,2024-01-22,(Documentation) Added Rose::BinaryAnalysis::Disassembler::Mips,src/Rose/BinaryAnalysis/Disassembler/Mips.C src/Rose/BinaryAnalysis/Disassembler/Mips.h,drop,Binary analysis disassembler docs dropped
f37280a3ad60bab19e2b3cec061a20240550354d,2024-01-22,(ESTCP) Removed old ESTCP directories from the ROSE library,install-staging/include/Estcp/Tupfile install-staging/include/Estcp/Widgets/Tupfile,drop,install-staging cleanup dropped
e257d483e91c7c3336f292fc6580fb9d0378bed0,2024-01-22,(Engineering) Use C++11 enum class instead of enum,src/Rose/Color.h src/Rose/Color/Color.C src/roseSupport/stringify.C,drop,Rose::Color subsystem not present in REX
8c4b46a5482cc57672692b146d89e6196100a40d,2024-01-22,(Headers) Fix non-deterministic header files,src/Rose/BinaryAnalysis/RegisterDescriptor.h src/Rose/SourceLocation.h,drop,Binary analysis + Sawyer dependency dropped
38c9fca7978ab6c1db7b751506bf5204cd9e3a6d,2024-01-22,(Architecture) Fixed assertion for SimpleAssembler example,tools/BinaryAnalysis/SimpleArch.C,drop,Binary analysis tool fix dropped
4e512ee157c7139f8f987de267eb821409e4b736,2024-01-22,(Support) Moved src/util/Sawyer to src/Sawyer,Makefile.am config/support-blacklist.m4 config/support-rose.m4 docs/DoxygenSettings/Examples.cfg docs/DoxygenSettings/InputFiles.cfg docs/Rose/rose-install-demo.cfg.in docs/Rose/rose.cfg.in scripts/restringify src/CMakeLists.txt src/Makefile.am src/ROSETTA/src/Makefile.am src/ROSETTA/src/Tupfile src/Rosebud/Makefile.am src/Rosebud/Tupfile src/Sawyer src/frontend/BinaryFormats/JvmComposite.C src/roseSupport/stringify.C src/roseSupport/stringify.h src/util/CMakeLists.txt src/util/Makefile.am src/util/support/BitVectorRepr.h src/util/support/CountRefHandle.h src/util/support/DirectedGraph.h,drop,Sawyer relocation dropped
beeec7ee5f3eabfae43ed2a685713c7503fc72cc,2024-01-22,(Support) Upgrade to latest Sawyer release,src/Sawyer/Tree.h,drop,Sawyer update dropped
3824c82fd8a7c27b2a0cc37c1fdf91aa19c65ab4,2024-01-22,(Support) Fixed Sawyer::Tree compile error on MSVC,src/Sawyer/Tree.h,drop,Sawyer update dropped
96e801f14e932ff68ae6a45ee03d808a1751a6b1,2024-01-22,(Support) Sawyer moved from Github to GitLab,src/Sawyer,drop,Sawyer repo change dropped
077db342aa9fec8699a0116f1c840c898dc95ef3,2024-01-22,(Support) Possible MSVC bug workaround,src/Sawyer/Tree.h,drop,Sawyer update dropped
caf2b9a5bdbd5f86fa6adb761e8290d9a0be5b68,2024-01-22,(Documentation) Unit tests and examples for Rose::BitOps,docs/DoxygenSettings/Examples.cfg src/Rose/BitOps.h src/Rose/Initialize.h,drop,BitOps update depends on Sawyer/Initialize.h not present
c3d24efbafb710dae5794be5418109712076def6,2024-01-22,(Documentation) Moved some ::Rose stuff to the main page,docs/Rose/BinaryAnalysisMainPage.dox src/Rose/BinaryAnalysis.h src/Rose/Initialize.h tutorial/binaryAnalysis/disassembler.C,drop,Binary analysis docs and missing Initialize.h dropped
